protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN28920_c0_g1_i2.p1	True	True	1.0	20	SP(Sec/SPI)	0												
TRINITY_DN22190_c0_g2_i1.p1	True	True	1.0	21	SP(Sec/SPI)	0		RZF38599.1	RZF38599.1 hypothetical protein LSTR_LSTR010932 [L	83.0	5.57e-145	Laodelphax striatellus	Down syndrome cell adhesion	GO:0000902,GO:0000904,GO:0002237,GO:0003008,GO:0003674,GO:0003823,GO:0004888,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006909,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007413,GO:0007417,GO:0007419,GO:0007420,GO:0007422,GO:0007600,GO:0008037,GO:0008038,GO:0008046,GO:0008150,GO:0009581,GO:0009582,GO:0009593,GO:0009595,GO:0009605,GO:0009607,GO:0009612,GO:0009617,GO:0009628,GO:0009653,GO:0009987,GO:0010033,GO:0010769,GO:0010975,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0016192,GO:0016319,GO:0021551,GO:0022008,GO:0022603,GO:0022604,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030424,GO:0030425,GO:0031175,GO:0031224,GO:0031226,GO:0031344,GO:0032490,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0036477,GO:0038023,GO:0040007,GO:0040011,GO:0042221,GO:0042330,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043025,GO:0043207,GO:0044297,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045595,GO:0045664,GO:0046983,GO:0048468,GO:0048513,GO:0048588,GO:0048589,GO:0048666,GO:0048667,GO:0048675,GO:0048699,GO:0048731,GO:0048812,GO:0048814,GO:0048846,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050770,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050896,GO:0050906,GO:0050954,GO:0050974,GO:0050975,GO:0050976,GO:0050982,GO:0051128,GO:0051179,GO:0051234,GO:0051239,GO:0051606,GO:0051704,GO:0051707,GO:0051716,GO:0051960,GO:0060089,GO:0060284,GO:0060322,GO:0060560,GO:0061564,GO:0065007,GO:0070593,GO:0071840,GO:0071944,GO:0097447,GO:0097458,GO:0097485,GO:0098581,GO:0098657,GO:0106030,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:1902284,GO:1990138,GO:2000026	ko:K06767,ko:K14965		T	Ig_3(PF13927.13);Ig_2(PF13895.13);I-set(PF07679.23);ig(PF00047.32)
TRINITY_DN11915_c0_g1_i3.p1	True	True	1.0	22	SP(Sec/SPI)	0		XP_054284089.1	XP_054284089.1 skin secretory protein xP2-like [Ma	54.4	8.45e-42	Macrosteles quadrilineatus	Insect cuticle protein				O	Chitin_bind_4(PF00379.30)
TRINITY_DN13405_c0_g1_i16.p1	True	True	0.75	11	SP(Sec/SPI)	1	H	XP_046662145.1	XP_046662145.1 carbohydrate sulfotransferase 11-li	69.9	2.70e-92	Homalodisca vitripennis	Sulfotransferase family		ko:K01017	ko00532,map00532	G	Sulfotransfer_2(PF03567.21)
TRINITY_DN378_c0_g1_i8.p1	True	True	1.0	26	SP(Sec/SPI)	0		XP_054279580.1	XP_054279580.1 glutamate-gated chloride channel-li	84.7	3.79e-124	Macrosteles quadrilineatus	Neurotransmitter-gated ion-channel ligand binding domain	GO:0003674,GO:0005215,GO:0005216,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031224,GO:0034220,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0061797,GO:0098656,GO:0098660,GO:0098661,GO:1902476			T	Neur_chan_LBD(PF02931.29)
TRINITY_DN1125_c5_g1_i3.p1	True	True	1.0	30	SP(Sec/SPI)	1	h	XP_046662268.1	XP_046662268.1 nicastrin isoform X3 [Homalodisca v	49.9	1.28e-223	Homalodisca vitripennis	It is involved in the biological process described with protein processing	GO:0000003,GO:0000323,GO:0000902,GO:0000904,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0001775,GO:0002252,GO:0002262,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005766,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005783,GO:0005794,GO:0005886,GO:0005887,GO:0006508,GO:0006509,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007220,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007610,GO:0008150,GO:0008152,GO:0008233,GO:0008283,GO:0008594,GO:0009653,GO:0009790,GO:0009887,GO:0009987,GO:0010467,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016485,GO:0016787,GO:0018991,GO:0019098,GO:0019538,GO:0022008,GO:0022414,GO:0022603,GO:0023052,GO:0030141,GO:0030154,GO:0030182,GO:0030659,GO:0030667,GO:0031090,GO:0031224,GO:0031226,GO:0031293,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032504,GO:0032940,GO:0032943,GO:0032989,GO:0032991,GO:0033619,GO:0034205,GO:0034641,GO:0035295,GO:0035333,GO:0035577,GO:0036230,GO:0042051,GO:0042098,GO:0042110,GO:0042119,GO:0042461,GO:0042462,GO:0042478,GO:0042582,GO:0042592,GO:0042982,GO:0042987,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0043603,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045055,GO:0045165,GO:0045168,GO:0045314,GO:0045321,GO:0045463,GO:0045465,GO:0045595,GO:0045664,GO:0046331,GO:0046530,GO:0046532,GO:0046649,GO:0046651,GO:0046903,GO:0048468,GO:0048513,GO:0048565,GO:0048592,GO:0048598,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048872,GO:0050435,GO:0050673,GO:0050767,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051239,GO:0051604,GO:0051716,GO:0051960,GO:0055037,GO:0055123,GO:0060284,GO:0060465,GO:0060581,GO:0065007,GO:0065008,GO:0065009,GO:0070011,GO:0070661,GO:0070765,GO:0071704,GO:0071840,GO:0071944,GO:0090596,GO:0097708,GO:0098588,GO:0098796,GO:0098797,GO:0098805,GO:0098852,GO:0099503,GO:0140096,GO:1901564,GO:2000026,GO:2000027	ko:K06171	ko04330,ko05010,map04330,map05010	OT	Ncstrn_small(PF18266.9);Nicastrin(PF05450.21);Peptidase_M28(PF04389.23)
TRINITY_DN383_c1_g1_i23.p1	True	True	1.0	31	SP(Sec/SPI)	0		XP_054273124.1	XP_054273124.1 basement membrane-specific heparan 	53.7	0.0	Macrosteles quadrilineatus	Immunoglobulin C-2 Type	GO:0000323,GO:0000902,GO:0000904,GO:0001523,GO:0003674,GO:0005102,GO:0005178,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005775,GO:0005794,GO:0005796,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006026,GO:0006027,GO:0006629,GO:0006720,GO:0006721,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006954,GO:0007163,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007414,GO:0007415,GO:0007417,GO:0007420,GO:0008022,GO:0008037,GO:0008038,GO:0008045,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010605,GO:0010646,GO:0010647,GO:0010941,GO:0012505,GO:0016020,GO:0016043,GO:0016101,GO:0016192,GO:0016525,GO:0019222,GO:0019538,GO:0022008,GO:0022603,GO:0023051,GO:0023056,GO:0030011,GO:0030030,GO:0030154,GO:0030182,GO:0030198,GO:0030203,GO:0031012,GO:0031175,GO:0031974,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0035088,GO:0035090,GO:0040011,GO:0042221,GO:0042330,GO:0042493,GO:0043062,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045197,GO:0045199,GO:0045765,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050750,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0060255,GO:0060322,GO:0060548,GO:0061245,GO:0061564,GO:0062023,GO:0065007,GO:0070013,GO:0070325,GO:0071704,GO:0071840,GO:0071944,GO:0072347,GO:0072358,GO:0072359,GO:0080090,GO:0097485,GO:0098657,GO:0098796,GO:0098797,GO:0120036,GO:0120039,GO:1901135,GO:1901136,GO:1901137,GO:1901342,GO:1901343,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1902903,GO:1902904,GO:1905906,GO:1905907,GO:2000026,GO:2000181,GO:2001260,GO:2001262	ko:K06255	ko04512,ko05161,ko05205,map04512,map05161,map05205	T	Ig_3(PF13927.13);Ldl_recept_a(PF00057.24);I-set(PF07679.23);Laminin_B(PF00052.25);Ig_2(PF13895.13);ig(PF00047.32);Laminin_G_1(PF00054.31);Laminin_G_2(PF02210.32);V-set(PF07686.24);Ig_VEGFR-1-like_5th(PF22971.3);EGF_laminin(PF00053.31);EGF_LMN_ATRN(PF24973.2);Laminin_G_3(PF13385.14);C2-set_2(PF08205.19);Ig_VSIG10L2_N(PF28299.1);EGF(PF00008.34);Zwei_Ig_N(PF26428.1)
TRINITY_DN31849_c0_g1_i19.p1	True	True	1.0	19	SP(Sec/SPI)	0		XP_046678710.1	XP_046678710.1 uncharacterized protein LOC12436630	62.7	1.03e-241	Homalodisca vitripennis	Domain of unknown function (DUF4803)				S	DUF4803(PF16061.11)
TRINITY_DN11978_c0_g1_i2.p1	True	True	1.0	26	SP(Sec/SPI)	0		XP_054273273.1	XP_054273273.1 probable salivary secreted peptide 	48.4	5.51e-28	Macrosteles quadrilineatus	Transcription activator MBF2				S	MBF2(PF15868.11)
TRINITY_DN1378_c0_g1_i18.p1	True	True	0.99	24	SP(Sec/SPI)	0												
TRINITY_DN2926_c0_g1_i30.p1	True	True	1.0	23	SP(Sec/SPI)	0		XP_054258529.1	XP_054258529.1 uncharacterized protein LOC12898330	75.7	3.88e-63	Macrosteles quadrilineatus		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0007043,GO:0007275,GO:0007424,GO:0008150,GO:0009611,GO:0009987,GO:0016043,GO:0019991,GO:0022607,GO:0030154,GO:0032501,GO:0032502,GO:0034329,GO:0034330,GO:0035150,GO:0035151,GO:0035152,GO:0035633,GO:0042060,GO:0043297,GO:0044085,GO:0044424,GO:0044464,GO:0045216,GO:0048468,GO:0048731,GO:0048856,GO:0048869,GO:0050896,GO:0060541,GO:0060856,GO:0065007,GO:0065008,GO:0071840,GO:0090066				
TRINITY_DN9409_c0_g1_i15.p1	True	True	1.0	21	SP(Sec/SPI)	0												
TRINITY_DN245655_c0_g1_i1.p1	True	True	0.99	44	SP(Sec/SPI)	0		WP_094565075.1	WP_094565075.1 DUF4136 domain-containing protein [	77.7	2.50e-114	Herbaspirillum sp. meg3	Domain of unknown function (DUF4136)				S	DUF4136(PF13590.12)
TRINITY_DN3000_c0_g1_i1.p1	True	True	1.0	39	SP(Sec/SPI)	0												
TRINITY_DN52423_c0_g1_i4.p1	True	True	1.0	23	SP(Sec/SPI)	1	h	XP_046658712.1	XP_046658712.1 protein sel-1 homolog 1-like [Homal	71.8	2.77e-234	Homalodisca vitripennis	Sel1-like repeats.	GO:0000151,GO:0000153,GO:0000835,GO:0000836,GO:0000839,GO:0002790,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006508,GO:0006511,GO:0006517,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0008593,GO:0009056,GO:0009057,GO:0009100,GO:0009306,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0010646,GO:0010648,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0019538,GO:0019941,GO:0023051,GO:0023057,GO:0030163,GO:0030433,GO:0030970,GO:0031410,GO:0031647,GO:0031982,GO:0031984,GO:0032527,GO:0032940,GO:0032991,GO:0033036,GO:0033554,GO:0034613,GO:0034976,GO:0036211,GO:0036503,GO:0036507,GO:0036508,GO:0036513,GO:0042175,GO:0042221,GO:0042886,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045746,GO:0046486,GO:0046903,GO:0046907,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050821,GO:0050896,GO:0051179,GO:0051234,GO:0051603,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0097708,GO:0098796,GO:0098827,GO:1901135,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1903513,GO:1904380,GO:1990234	ko:K14026	ko04141,map04141	MOT	Sel1(PF08238.19)
