TRINITY_DN124326_c0_g6_i1	YP_010789745.1	73.0	382	103	0	109	1254	5	386	8.04e-198	564	YP_010789745.1 heat shock 70 kDa protein-like protein [Moumouvirus australiensis]
TRINITY_DN124326_c0_g6_i1	YP_010841774.1	71.3	387	111	0	94	1254	1	387	3.70e-197	562	YP_010841774.1 heat shock 70 kda protein-like protein [Cotonvirus japonicus]
TRINITY_DN124326_c1_g1_i1	YP_007354398.1	57.6	198	76	4	233	808	6	201	1.60e-66	208	YP_007354398.1 HSP70-like protein [Acanthamoeba polyphaga moumouvirus]
TRINITY_DN124326_c1_g1_i1	YP_010779557.1	58.1	198	75	4	233	808	6	201	1.07e-65	206	YP_010779557.1 hypothetical protein QJ854_gp460 [Moumouvirus goulette]
TRINITY_DN124326_c1_g1_i1	YP_013611657.1	56.7	201	79	4	233	817	8	206	4.18e-65	205	YP_013611657.1 heat shock-like protein [Yasminevirus sp. GU-2018]
TRINITY_DN124326_c1_g1_i1	YP_003986897.1	56.8	199	80	3	233	814	7	204	1.56e-64	215	YP_003986897.1 heat shock 70 kDa protein-like protein [Acanthamoeba polyphaga mimivirus]
TRINITY_DN124326_c1_g1_i1	YP_010780597.1	56.9	197	79	3	233	808	7	202	3.82e-64	202	YP_010780597.1 putative heat shock 70 kDa protein [Tupanvirus deep ocean]
TRINITY_DN124326_c1_g2_i1	YP_010779556.1	46.3	382	193	5	7	1128	2	379	2.37e-106	326	YP_010779556.1 hypothetical protein QJ854_gp461 [Moumouvirus goulette]
TRINITY_DN124326_c1_g2_i1	YP_010781890.1	48.2	382	186	5	7	1128	19	396	1.49e-105	325	YP_010781890.1 HSP70-like protein [Tupanvirus soda lake]
TRINITY_DN124326_c1_g2_i1	YP_004061438.1	47.8	372	184	4	1	1098	201	568	3.87e-105	329	YP_004061438.1 hypothetical protein BpV1_008c [Bathycoccus sp. RCC1105 virus BpV1]
TRINITY_DN124326_c1_g2_i1	YP_010780595.1	47.1	382	190	5	7	1128	19	396	1.67e-104	322	YP_010780595.1 putative heat shock 70 kDa protein [Tupanvirus deep ocean]
TRINITY_DN124326_c1_g2_i1	YP_010788857.1	46.1	382	194	5	7	1128	2	379	6.93e-104	320	YP_010788857.1 heat shock 70 kDa protein-like protein [Megavirus baoshan]
TRINITY_DN124312_c0_g1_i2	YP_009665180.1	36.5	63	40	0	123	311	956	1018	2.35e-08	55.5	YP_009665180.1 pol polyprotein, partial [Walleye epidermal hyperplasia virus 2]
TRINITY_DN124312_c0_g1_i2	YP_009665179.1	36.5	63	40	0	123	311	912	974	4.32e-08	54.7	YP_009665179.1 pol polyprotein, partial [Walleye epidermal hyperplasia virus 1]
TRINITY_DN124312_c0_g1_i2	NP_045937.2	34.9	63	41	0	123	311	1506	1568	1.27e-06	50.4	NP_045937.2 Pr gag-pro-pol [Walleye dermal sarcoma virus]
TRINITY_DN193217_c0_g2_i1	YP_004061438.1	48.2	623	298	9	793	2622	1	611	4.57e-171	534	YP_004061438.1 hypothetical protein BpV1_008c [Bathycoccus sp. RCC1105 virus BpV1]
TRINITY_DN193217_c0_g2_i1	YP_009173627.1	50.7	586	264	9	805	2514	10	586	8.21e-167	524	YP_009173627.1 Hsp70 protein [Chrysochromulina ericina virus]
TRINITY_DN193217_c0_g2_i1	YP_004894551.1	47.0	621	304	11	805	2622	7	617	4.96e-164	515	YP_004894551.1 heat shock 70 kDa protein-like protein [Megavirus chiliensis]
TRINITY_DN193217_c0_g2_i1	YP_010789745.1	49.8	564	262	10	793	2451	1	554	1.81e-163	514	YP_010789745.1 heat shock 70 kDa protein-like protein [Moumouvirus australiensis]
TRINITY_DN193217_c0_g2_i1	YP_010776364.1	46.7	621	306	11	805	2622	7	617	2.60e-163	513	YP_010776364.1 hypothetical protein QJ849_gp451 [Powai lake megavirus]
TRINITY_DN120647_c2_g1_i1	YP_008438851.2	26.3	262	175	7	400	1170	109	357	4.47e-16	84.7	YP_008438851.2 Aspartate aminotransferase [Pandoravirus salinus]
TRINITY_DN101827_c0_g1_i3	YP_009173395.1	54.4	344	146	5	81	1109	3	336	7.99e-119	359	YP_009173395.1 dehydrogenase [Chrysochromulina ericina virus]
TRINITY_DN101827_c0_g1_i3	YP_008052403.1	47.0	345	174	6	81	1100	6	346	9.57e-95	298	YP_008052403.1 dehydrogenase [Phaeocystis globosa virus]
TRINITY_DN101827_c0_g1_i3	YP_009098783.1	42.5	348	179	8	81	1097	3	338	1.91e-77	253	YP_009098783.1 dehydrogenase [Caulobacter phage Cr30]
TRINITY_DN101827_c0_g1_i3	YP_239889.1	31.6	320	200	7	102	1055	5	307	5.65e-41	154	YP_239889.1 dehydrogenase [Staphylococcus phage 42E]
TRINITY_DN101827_c0_g1_i3	YP_009015423.1	31.2	317	199	6	102	1046	6	305	8.17e-41	154	YP_009015423.1 dehydrogenase [Bacillus phage G]
TRINITY_DN116139_c0_g1_i1	YP_009508571.1	35.7	98	60	2	299	6	872	966	5.36e-11	60.8	YP_009508571.1 pol protein [Western lowland gorilla simian foamy virus]
TRINITY_DN116139_c0_g1_i1	YP_009508551.1	35.7	98	60	2	299	6	871	965	5.36e-11	60.8	YP_009508551.1 pol protein [Eastern chimpanzee simian foamy virus]
TRINITY_DN116139_c0_g1_i1	NP_056803.1	34.7	98	61	2	299	6	871	965	7.32e-11	60.5	NP_056803.1 pol polyprotein, partial [Western chimpanzee simian foamy virus]
TRINITY_DN116139_c0_g1_i1	YP_009508888.1	33.3	105	67	2	320	6	863	964	2.54e-10	58.9	YP_009508888.1 polymerase [Simian foamy virus Pongo pygmaeus pygmaeus]
TRINITY_DN116139_c0_g1_i1	YP_009508546.1	34.7	98	61	2	299	6	871	965	3.47e-10	58.5	YP_009508546.1 pol protein [Central chimpanzee simian foamy virus]
TRINITY_DN141619_c0_g1_i11	YP_238307.1	31.0	171	110	3	1385	1876	111	280	7.67e-23	105	YP_238307.1 JM4 [Macaca fuscata rhadinovirus]
TRINITY_DN141619_c0_g1_i11	YP_009551812.1	26.7	296	172	11	2144	2986	7	272	1.96e-22	104	YP_009551812.1 hypothetical protein [Rhinolophus gammaherpesvirus 1]
TRINITY_DN122886_c1_g1_i5	YP_009482289.1	36.6	145	80	4	282	680	59	203	1.96e-15	78.6	YP_009482289.1 Signal peptidase I [Pandoravirus neocaledonia]
TRINITY_DN122886_c1_g1_i5	YP_009481365.1	41.2	119	58	5	282	602	55	173	1.55e-14	75.9	YP_009481365.1 Signal peptidase I [Pandoravirus macleodensis]
TRINITY_DN102994_c0_g1_i6	YP_010803386.1	41.5	135	78	1	193	594	6	140	3.64e-29	113	YP_010803386.1 ubiquitin-conjugating enzyme E2 [Fadolivirus algeromassiliense]
TRINITY_DN102994_c0_g1_i6	YP_013610861.1	43.1	123	70	0	202	570	6	128	1.26e-28	110	YP_013610861.1 ubiquitin-conjugating enzyme E2 E1 [Yasminevirus sp. GU-2018]
TRINITY_DN102994_c0_g1_i6	YP_010779634.1	39.2	153	84	4	199	642	7	155	3.27e-28	109	YP_010779634.1 hypothetical protein QJ854_gp383 [Moumouvirus goulette]
TRINITY_DN102994_c0_g1_i6	YP_010789675.1	38.4	151	86	4	199	639	7	154	1.19e-27	108	YP_010789675.1 putative ubiquitin-conjugating enzyme E2 [Moumouvirus australiensis]
TRINITY_DN102994_c0_g1_i6	YP_007354326.1	37.9	145	85	3	199	618	7	151	2.91e-27	107	YP_007354326.1 Ubiquitin-conjugating enzyme [Acanthamoeba polyphaga moumouvirus]
TRINITY_DN143890_c0_g1_i2	YP_013611775.1	28.5	1024	572	37	680	3499	93	1040	1.33e-74	275	YP_013611775.1 calcium-transporting P-type ATPase, PMR1-type [Yasminevirus sp. GU-2018]
TRINITY_DN143890_c0_g1_i2	YP_009325865.1	31.3	725	387	25	887	3001	96	729	2.67e-72	264	YP_009325865.1 ATPase [Only Syngen Nebraska virus 5]
TRINITY_DN143890_c0_g1_i2	YP_009701904.1	29.1	766	441	20	743	3001	52	728	1.18e-71	262	YP_009701904.1 ATPase [Paramecium bursaria Chlorella virus CVA-1]
TRINITY_DN143890_c0_g1_i2	YP_001498866.1	30.4	714	389	19	920	3001	104	729	2.97e-70	258	YP_001498866.1 ATPase [Paramecium bursaria Chlorella virus AR158]
TRINITY_DN143890_c0_g1_i2	YP_009665578.1	30.4	714	389	19	920	3001	104	729	7.16e-70	257	YP_009665578.1 ATPase [Paramecium bursaria Chlorella virus NYs1]
TRINITY_DN169534_c1_g1_i2	YP_003969704.1	42.2	45	20	1	595	711	575	619	8.03e-06	50.4	YP_003969704.1 putative superfamily II helicase [Cafeteria roenbergensis virus BV-PW1]
TRINITY_DN107005_c0_g1_i1	YP_013610421.1	40.8	157	92	1	164	634	11	166	1.39e-32	124	YP_013610421.1 GTP-binding protein ypt5 [Yasminevirus sp. GU-2018]
TRINITY_DN107005_c0_g1_i1	YP_007354220.1	33.7	166	108	2	161	652	3	168	7.33e-24	99.8	YP_007354220.1 Rab family GTPase [Acanthamoeba polyphaga moumouvirus]
TRINITY_DN107005_c0_g1_i1	YP_010778822.1	31.6	155	105	1	173	637	5	158	2.50e-23	98.6	YP_010778822.1 rab domain-containing protein [Bodo saltans virus]
TRINITY_DN107005_c0_g1_i1	YP_010779745.1	31.7	167	112	2	161	655	3	169	1.03e-21	94.0	YP_010779745.1 GTPase family protein [Moumouvirus goulette]
TRINITY_DN107005_c0_g1_i1	YP_010789573.1	31.9	166	111	2	161	652	3	168	1.42e-21	93.6	YP_010789573.1 Rab family GTPase [Moumouvirus australiensis]
TRINITY_DN103579_c0_g1_i1	YP_010796966.1	53.3	92	43	0	1	276	57	148	1.03e-19	85.1	YP_010796966.1 PLA2X-adenain [Mayetiola barley midge adintovirus]
TRINITY_DN103579_c0_g1_i3	YP_010796966.1	68.0	75	24	0	1	225	66	140	5.55e-21	90.1	YP_010796966.1 PLA2X-adenain [Mayetiola barley midge adintovirus]
TRINITY_DN131305_c0_g2_i2	YP_010678996.1	34.2	234	148	3	430	1125	147	376	1.78e-31	133	YP_010678996.1 cell division protein [Pseudomonas phage vB_PaeM_PA5oct]
TRINITY_DN131305_c0_g2_i2	YP_009465729.1	33.3	237	143	6	442	1128	139	368	1.04e-28	124	YP_009465729.1 hypothetical protein C5Y57_gp012 [Dishui lake phycodnavirus 1]
TRINITY_DN131305_c0_g2_i2	YP_007674885.1	32.9	234	148	4	442	1128	139	368	6.59e-28	122	YP_007674885.1 ATP-dependent metalloprotease [Ostreococcus lucimarinus virus OlV5]
TRINITY_DN131305_c0_g2_i2	YP_009172504.1	32.9	234	148	4	442	1128	139	368	6.64e-28	122	YP_009172504.1 hypothetical protein APZ24_gp013 [Ostreococcus lucimarinus virus 2]
TRINITY_DN131305_c0_g2_i2	YP_003212838.1	33.2	238	150	4	430	1128	135	368	1.49e-27	121	YP_003212838.1 hypothetical protein OTV1_014 [Ostreococcus tauri virus 1]
TRINITY_DN149809_c0_g1_i1	YP_009173589.1	37.5	48	30	0	181	324	25	72	6.88e-06	46.2	YP_009173589.1 Helicase 45 [Chrysochromulina ericina virus]
TRINITY_DN162701_c0_g1_i4	YP_010782506.1	31.8	151	83	5	1242	1652	28	172	2.09e-07	54.7	YP_010782506.1 hypothetical protein QJ857_gp0201 [Tupanvirus soda lake]
TRINITY_DN138674_c0_g1_i1	YP_025114.1	29.6	253	148	7	824	1564	24	252	2.79e-23	102	YP_025114.1 trypsin-like protein [Neodiprion sertifer nucleopolyhedrovirus]
TRINITY_DN138674_c0_g1_i1	YP_002296196.1	28.1	196	118	9	932	1480	10	195	1.47e-06	53.9	YP_002296196.1 putative serine protease [Emiliania huxleyi virus 86]
TRINITY_DN138674_c0_g1_i1	YP_293913.1	28.1	196	118	9	932	1480	35	220	1.67e-06	53.9	YP_293913.1 putative serine protease [Emiliania huxleyi virus 86]
TRINITY_DN137872_c0_g1_i1	NP_040203.1	45.2	186	96	5	285	830	2	185	2.36e-44	151	NP_040203.1 dihydrofolate reductase [Saimiriine gammaherpesvirus 2]
TRINITY_DN137872_c0_g1_i1	YP_004956859.1	43.3	180	94	5	294	833	37	208	4.55e-42	146	YP_004956859.1 orf111 gene product [Helicoverpa zea nudivirus 2]
TRINITY_DN137872_c0_g1_i1	NP_690426.1	43.3	180	94	5	294	833	87	258	2.51e-41	146	NP_690426.1 dihydrofolate reductase [Heliothis zea nudivirus]
TRINITY_DN137872_c0_g1_i1	YP_009259384.1	47.0	185	85	5	294	824	5	184	4.88e-41	143	YP_009259384.1 putative dihydrofolate reductase [Short-finned eel ranavirus]
TRINITY_DN137872_c0_g1_i1	YP_009182086.1	47.6	185	84	5	294	824	5	184	6.88e-41	142	YP_009182086.1 dihydrofolate reductase [Epizootic haematopoietic necrosis virus]
TRINITY_DN108260_c0_g1_i8	YP_010796525.1	44.9	49	27	0	1421	1567	235	283	7.86e-06	51.6	YP_010796525.1 IAP-2 [Mythimna unipuncta nucleopolyhedrovirus]
TRINITY_DN170115_c0_g1_i1	YP_009481299.1	58.8	131	51	1	194	577	49	179	4.10e-38	135	YP_009481299.1 Histone H2B domain containing protein [Pandoravirus macleodensis]
TRINITY_DN170115_c0_g1_i1	YP_009482227.1	73.0	89	24	0	311	577	92	180	4.22e-38	135	YP_009482227.1 Histone H2B domain containing protein [Pandoravirus neocaledonia]
TRINITY_DN170115_c0_g1_i1	YP_008319525.2	61.4	114	44	0	236	577	68	181	9.65e-38	134	YP_008319525.2 Histone H2B domain containing protein [Pandoravirus dulcis]
TRINITY_DN170115_c0_g1_i1	YP_009483470.1	59.0	134	42	3	215	577	46	179	1.03e-36	132	YP_009483470.1 Histone H2B domain containing protein [Pandoravirus quercus]
TRINITY_DN170115_c0_g1_i1	YP_008437980.1	71.8	85	24	0	323	577	99	183	9.60e-35	127	YP_008437980.1 Histone H2B domain [Pandoravirus salinus]
TRINITY_DN170115_c0_g2_i1	YP_009238942.1	53.1	96	45	0	85	372	116	211	5.30e-22	92.0	YP_009238942.1 histone H2B/H2A fusion protein [Brazilian marseillevirus]
TRINITY_DN170115_c0_g2_i1	YP_004347348.1	51.5	97	46	1	88	375	116	212	3.44e-20	87.4	YP_004347348.1 histone H2B/H2A fusion protein [Lausannevirus]
TRINITY_DN170115_c0_g2_i1	YP_003407138.1	47.7	111	56	1	88	420	84	192	1.55e-19	85.1	YP_003407138.1 histone H2B/H2A fusion protein [Marseillevirus marseillevirus]
TRINITY_DN170115_c0_g2_i1	YP_009345224.1	50.0	114	55	2	88	423	113	226	2.08e-19	85.1	YP_009345224.1 histone H2B/H2A fusion protein [Noumeavirus]
TRINITY_DN170115_c0_g2_i1	YP_009094870.1	47.7	111	56	1	88	420	107	215	2.24e-19	85.1	YP_009094870.1 conserved histone H2B/H2A fusion protein [Marseillevirus sp. 'Melbournevirus']
TRINITY_DN103076_c0_g1_i3	NP_955048.1	42.8	285	162	1	121	972	13	297	1.30e-69	233	NP_955048.1 CNPV025 alpha-SNAP-like protein [Canarypox virus]
TRINITY_DN103076_c0_g1_i3	YP_009447926.1	37.2	285	177	2	121	972	7	290	1.15e-55	195	YP_009447926.1 alpha-SNAP [Flamingopox virus FGPVKD09]
TRINITY_DN103076_c0_g1_i3	YP_009046252.1	36.0	283	179	2	127	972	9	290	2.91e-53	189	YP_009046252.1 alphaSNAP [Pigeonpox virus]
TRINITY_DN103076_c0_g1_i3	YP_009046011.1	36.1	280	177	2	121	957	7	285	1.27e-52	187	YP_009046011.1 alphaSNAP [Penguinpox virus]
TRINITY_DN103076_c0_g1_i3	YP_009046037.1	36.4	283	178	2	121	963	2	284	1.85e-51	184	YP_009046037.1 putative SNAP [Penguinpox virus]
TRINITY_DN124846_c0_g1_i1	YP_009173627.1	44.3	106	54	3	3	317	275	376	2.43e-18	81.6	YP_009173627.1 Hsp70 protein [Chrysochromulina ericina virus]
TRINITY_DN124846_c0_g1_i1	YP_010778092.1	39.3	107	63	2	3	317	70	176	1.74e-16	76.3	YP_010778092.1 putative DnaK/HSP70-like protein [Bodo saltans virus]
TRINITY_DN124846_c0_g1_i1	YP_010780595.1	41.5	106	57	2	3	317	87	188	2.39e-16	75.9	YP_010780595.1 putative heat shock 70 kDa protein [Tupanvirus deep ocean]
TRINITY_DN124846_c0_g1_i1	YP_010781890.1	41.5	106	57	2	3	317	87	188	2.39e-16	75.9	YP_010781890.1 HSP70-like protein [Tupanvirus soda lake]
TRINITY_DN124846_c0_g1_i1	YP_010778739.1	37.9	103	63	1	12	317	348	450	2.59e-16	75.9	YP_010778739.1 putative chaperone Hsp70/DnaK [Bodo saltans virus]
TRINITY_DN121170_c0_g1_i12	YP_009483487.1	32.7	303	159	13	162	1025	61	333	1.82e-27	120	YP_009483487.1 Carboxylic ester hydrolase [Pandoravirus quercus]
TRINITY_DN121170_c0_g1_i12	YP_004895032.1	35.0	260	131	11	162	875	44	287	1.99e-25	114	YP_004895032.1 putative cholinesterase [Megavirus chiliensis]
TRINITY_DN121170_c0_g1_i12	YP_009165167.1	34.0	259	137	12	162	887	59	300	3.24e-25	114	YP_009165167.1 Carboxylesterase [Mollivirus sibericum]
TRINITY_DN121170_c0_g1_i12	YP_003987440.1	33.7	258	137	10	162	875	44	287	1.11e-24	112	YP_003987440.1 probable cholinesterase [Acanthamoeba polyphaga mimivirus]
TRINITY_DN121170_c0_g1_i12	YP_010779936.1	33.5	251	141	10	171	875	48	288	2.62e-24	111	YP_010779936.1 hypothetical protein QJ854_gp081 [Moumouvirus goulette]
TRINITY_DN122614_c0_g1_i1	YP_009015561.1	59.4	409	156	6	2253	3455	5	411	4.22e-150	475	YP_009015561.1 gp258 [Bacillus phage G]
TRINITY_DN122614_c0_g1_i1	YP_009611667.1	50.6	407	190	5	2259	3455	8	411	6.20e-120	389	YP_009611667.1 ATP-dependent Clp protease ATP-binding subunit [Agrobacterium phage Atu_ph07]
TRINITY_DN122614_c0_g1_i1	YP_010678985.1	43.8	395	206	6	2265	3419	6	394	2.66e-97	323	YP_010678985.1 porphyrin biosynthesis [Pseudomonas phage vB_PaeM_PA5oct]
TRINITY_DN122614_c0_g1_i1	YP_009052120.1	35.3	484	293	12	4686	6083	287	768	2.78e-64	238	YP_009052120.1 putative lon protease [Aureococcus anophagefferens virus]
TRINITY_DN122614_c0_g1_i1	YP_009612341.1	55.7	194	84	1	1383	1958	7	200	1.05e-61	213	YP_009612341.1 head maturation protease [Agrobacterium phage Atu_ph07]
TRINITY_DN122610_c0_g1_i2	YP_009052437.1	32.7	545	317	13	197	1741	32	556	2.31e-79	265	YP_009052437.1 putative ELP-3 histone acetyl transferase [Aureococcus anophagefferens virus]
TRINITY_DN122610_c0_g1_i2	YP_010781991.1	35.8	453	265	9	461	1774	151	592	2.43e-75	254	YP_010781991.1 hypothetical protein QJ857_gp0716 [Tupanvirus soda lake]
TRINITY_DN122610_c0_g1_i2	YP_010778470.1	33.6	529	281	13	332	1759	97	608	1.55e-73	249	YP_010778470.1 putative histone acethyltransferase [Bodo saltans virus]
TRINITY_DN122610_c0_g1_i2	YP_010803737.1	31.6	608	313	16	185	1741	27	620	2.07e-71	246	YP_010803737.1 putative elongator complex protein 3 [Fadolivirus algeromassiliense]
TRINITY_DN122610_c0_g1_i2	YP_010780687.1	34.3	452	273	7	461	1774	171	612	6.26e-71	243	YP_010780687.1 hypothetical protein QJ856_gp0678 [Tupanvirus deep ocean]
TRINITY_DN157764_c0_g2_i2	YP_010803532.1	54.4	832	354	9	117	2597	8	819	1.21e-304	865	YP_010803532.1 eukaryotic translation elongation factor 2 [Fadolivirus algeromassiliense]
TRINITY_DN157764_c0_g2_i2	YP_010782648.1	51.9	832	376	7	117	2597	3	815	2.69e-297	846	YP_010782648.1 elongation factor 2 [Tupanvirus soda lake]
TRINITY_DN157764_c0_g2_i2	YP_010781262.1	51.9	832	376	7	117	2597	3	815	4.36e-296	843	YP_010781262.1 mimivirus elongation factor aef-2 [Tupanvirus deep ocean]
TRINITY_DN157764_c0_g2_i2	YP_013610896.1	46.2	171	90	1	2085	2597	5	173	9.26e-43	156	YP_013610896.1 Elongation factor 2, partial [Yasminevirus sp. GU-2018]
TRINITY_DN136242_c0_g1_i4	YP_009640097.1	48.5	272	138	2	267	1082	21	290	6.94e-94	293	YP_009640097.1 hypothetical protein AV955_gp109 [Diadromus pulchellus ascovirus 4a]
TRINITY_DN128026_c0_g1_i13	YP_010803257.1	47.2	127	65	1	3	383	176	300	5.37e-34	124	YP_010803257.1 serine/threonine-protein kinase [Fadolivirus algeromassiliense]
TRINITY_DN128026_c0_g1_i13	YP_010778559.1	53.6	110	51	0	3	332	171	280	3.22e-33	122	YP_010778559.1 casein kinase [Bodo saltans virus]
TRINITY_DN128026_c0_g1_i13	YP_013610845.1	50.0	110	55	0	3	332	190	299	2.01e-31	121	YP_013610845.1 serine/threonine protein kinase [Yasminevirus sp. GU-2018]
TRINITY_DN128026_c0_g1_i19	YP_010803257.1	47.2	127	65	1	3	383	176	300	9.13e-31	124	YP_010803257.1 serine/threonine-protein kinase [Fadolivirus algeromassiliense]
TRINITY_DN128026_c0_g1_i19	YP_010778559.1	53.6	110	51	0	3	332	171	280	4.74e-30	122	YP_010778559.1 casein kinase [Bodo saltans virus]
TRINITY_DN128026_c0_g1_i19	YP_013610845.1	50.0	110	55	0	3	332	190	299	3.27e-28	121	YP_013610845.1 serine/threonine protein kinase [Yasminevirus sp. GU-2018]
TRINITY_DN186969_c0_g1_i1	YP_009908473.1	91.4	93	8	0	24	302	19	111	2.63e-58	182	YP_009908473.1 hypothetical protein H3H30_gp88 [Stx converting phage vB_EcoS_P27]
TRINITY_DN186969_c0_g1_i1	YP_009908228.1	95.4	87	4	0	42	302	1	87	2.11e-57	179	YP_009908228.1 hypothetical protein H3H27_gp87 [Stx converting phage vB_EcoS_ST2-8624]
TRINITY_DN106348_c0_g1_i1	NP_938268.1	22.6	336	205	11	248	1201	46	344	5.70e-06	51.6	NP_938268.1 G protein-coupled chemokine receptor-like protein [Yaba monkey tumor virus]
TRINITY_DN193513_c0_g2_i5	YP_013610992.1	49.8	600	239	9	195	1841	1	589	3.39e-185	557	YP_013610992.1 CTP synthase [Yasminevirus sp. GU-2018]
TRINITY_DN193513_c0_g2_i5	YP_009325851.1	41.8	541	291	7	198	1820	9	525	8.48e-130	410	YP_009325851.1 CTP synthetase [Only Syngen Nebraska virus 5]
